age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
56,?,177147.0,Some-college,10,Separated,Craft-repair,Own-child,White,Male,3674,0,16,United-States,<=50K
25,Private,41183.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K
43,Private,94413.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
27,Local-gov,238132.0,Bachelors,13,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,75891.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K
40,Private,231196.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Self-emp-inc,143058.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,237498.0,Assoc-acdm,12,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,175232.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
22,Private,105693.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
48,Federal-gov,178660.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,311269.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,253642.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
26,Private,289748.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,84,United-States,<=50K
27,Private,109975.0,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
60,Self-emp-inc,248445.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
55,Self-emp-not-inc,216867.0,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,Mexico,<=50K
20,State-gov,183523.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
28,Local-gov,113511.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,47,United-States,<=50K
36,Self-emp-not-inc,287548.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,Self-emp-inc,257364.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,6418,0,82,United-States,>50K
47,Private,152246.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
49,Self-emp-not-inc,216850.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,280603.0,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,65,United-States,<=50K
29,?,280422.0,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,1,Peru,<=50K
65,?,99086.0,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,204244.0,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
18,Private,284303.0,11th,7,Never-married,Other-service,Own-child,White,Female,6849,0,35,United-States,<=50K
18,Private,89028.0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
59,Private,178134.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
24,Private,460408.0,Some-college,10,Never-married,Sales,Own-child,Other,Male,0,0,30,Mexico,<=50K
55,Private,121020.0,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,27415.0,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Local-gov,173090.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
35,Private,205839.0,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
38,Federal-gov,201495.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,Private,125856.0,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,15,United-States,<=50K
36,Private,182117.0,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,390550.0,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,121111.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Greece,>50K
47,Private,47353.0,Some-college,10,Separated,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K
38,Private,108196.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,7688,0,40,United-States,>50K
53,Private,279183.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
29,Private,90752.0,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K
39,Private,143266.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,60,United-States,>50K
35,Private,66278.0,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,Private,19302.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
51,Private,308373.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
50,Private,103435.0,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,7298,0,40,United-States,>50K
37,Private,193815.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,131991.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
24,Private,249315.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,181763.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
61,Local-gov,123393.0,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
20,Private,357283.0,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,45,United-States,<=50K
27,State-gov,163665.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K
62,Private,196396.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
49,Local-gov,287737.0,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
54,Private,31840.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,224044.0,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
38,Private,288825.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24,Private,194630.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
29,Federal-gov,31509.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
22,Private,242998.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
20,Private,104443.0,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,331381.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
19,Private,274451.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
46,Federal-gov,110871.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
27,Private,84737.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
60,Private,198686.0,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,190105.0,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,48,United-States,<=50K
27,Local-gov,69214.0,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
47,Private,61751.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2414,0,40,United-States,<=50K
35,Private,193586.0,Bachelors,13,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
22,Private,138104.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,<=50K
44,Local-gov,210525.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,267706.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Federal-gov,27444.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,214399.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,117789.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
37,Private,139609.0,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,28856.0,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
35,Self-emp-inc,188335.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,Private,212547.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,?,35330.0,10th,6,Divorced,?,Unmarried,White,Female,0,0,20,United-States,<=50K
61,?,50065.0,10th,6,Married-civ-spouse,?,Husband,White,Male,15024,0,60,United-States,>50K
27,?,193249.0,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,35,United-States,<=50K
23,Private,88116.0,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
19,?,339682.0,HS-grad,9,Never-married,?,Unmarried,White,Female,0,0,40,Mexico,<=50K
40,?,104651.0,12th,8,Widowed,?,Not-in-family,White,Male,0,0,16,United-States,<=50K
39,?,201117.0,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,10,United-States,<=50K
36,Self-emp-not-inc,212163.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,?,171876.0,12th,8,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States,<=50K
37,Private,145231.0,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,42,United-States,<=50K
38,Private,333296.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,?,<=50K
25,Private,213055.0,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
31,Private,125892.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,82393.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
30,Private,47176.0,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
21,Private,309098.0,11th,7,Divorced,Craft-repair,Own-child,White,Male,0,0,16,United-States,<=50K
34,Private,161599.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
50,Private,355654.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,?,>50K
32,Private,183735.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
39,?,184498.0,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,32,United-States,<=50K
51,?,331527.0,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
24,?,103395.0,Bachelors,13,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K
17,?,196529.0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,50,?,<=50K
55,?,195143.0,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,<=50K
56,Private,362787.0,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,111949.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,389857.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
33,Private,30498.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
50,Private,194901.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,Private,91733.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
60,Private,272944.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,104216.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
41,Private,255191.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
33,Private,248094.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,407338.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,342906.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
59,Private,215304.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,195366.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,37023.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
54,Private,221672.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
37,Private,251612.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Germany,<=50K
25,Private,198686.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
52,Private,304416.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
46,State-gov,200939.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
30,?,602149.0,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,Mexico,<=50K
30,Private,121012.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
34,?,176027.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,259510.0,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,15024,0,50,United-States,>50K
40,Private,102323.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,80,United-States,<=50K
21,Private,108438.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,392100.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
29,Private,52262.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,102986.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,>50K
52,Federal-gov,345874.0,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,22,United-States,<=50K
31,Local-gov,193921.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
45,Private,236571.0,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
45,Private,97176.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,154089.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,<=50K
36,Private,125000.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
59,Private,485034.0,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Female,0,1590,40,United-States,<=50K
40,Private,211391.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
21,Private,377140.0,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,44,Nicaragua,<=50K
33,Private,141431.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,?,125000.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
35,Private,319016.0,10th,6,Divorced,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
58,Private,197332.0,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
44,Private,190423.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,43,United-States,<=50K
38,Private,152307.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
35,Private,203138.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
41,Private,287658.0,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,20,Jamaica,<=50K
65,State-gov,343579.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
45,Private,225076.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,99999,0,50,United-States,>50K
35,Private,106682.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
21,Private,118806.0,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,Columbia,<=50K
36,Private,704108.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,357596.0,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,34019.0,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
32,Private,199539.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,102828.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,45,Greece,>50K
32,Private,162160.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K
35,Private,193601.0,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,138497.0,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,45,United-States,<=50K
53,Private,303388.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,282631.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
52,Private,170979.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
33,Private,154076.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K
33,Private,240283.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
27,Private,83411.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,202984.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
38,State-gov,168262.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,236242.0,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Male,0,0,48,United-States,<=50K
25,Private,204682.0,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,30,Japan,<=50K
30,Private,123832.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States,<=50K
40,Federal-gov,351871.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
30,Private,58740.0,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,41938.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,259510.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
66,Private,54257.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,50,United-States,>50K
28,Private,219566.0,HS-grad,9,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,44,United-States,<=50K
33,Private,177083.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K
53,Local-gov,193451.0,Bachelors,13,Married-spouse-absent,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,349148.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,48,United-States,>50K
49,Self-emp-not-inc,330969.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
55,Federal-gov,186855.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,12,United-States,<=50K
28,Private,559930.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
60,Private,201865.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
47,Private,288229.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Greece,<=50K
23,Private,244087.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
52,Private,77581.0,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Local-gov,198216.0,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,37,United-States,>50K
52,Private,139978.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Local-gov,127610.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
23,Private,99872.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,60,India,<=50K
20,Private,173736.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,95226.0,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,42,United-States,<=50K
57,Local-gov,116825.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
57,Self-emp-not-inc,175266.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
24,Private,130067.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,195124.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
30,Private,207791.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K
50,Federal-gov,43705.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
30,Local-gov,222434.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,114691.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
21,Self-emp-not-inc,27272.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,?,218955.0,10th,6,Never-married,?,Own-child,White,Female,0,0,16,United-States,<=50K
69,Private,198729.0,11th,7,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,30,?,<=50K
34,Private,524686.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Nicaragua,<=50K
47,Private,37023.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
73,Private,122651.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
29,Private,184556.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
52,Private,363591.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
25,Private,331381.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
32,?,485117.0,Assoc-voc,11,Separated,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,28959.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
27,?,174419.0,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,10,United-States,<=50K
32,?,392238.0,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,38,United-States,<=50K
42,Private,36385.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K
37,Private,115323.0,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
33,?,26876.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,348152.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
34,Private,182620.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,89534.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
55,?,421871.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
22,?,132819.0,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,<=50K
36,Private,120707.0,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,El-Salvador,>50K
17,Private,117312.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,10,United-States,<=50K
29,Private,54152.0,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,60,?,<=50K
37,Private,254812.0,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,?,<=50K
44,Private,237042.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
23,Private,350603.0,Some-college,10,Widowed,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
29,Private,216811.0,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
30,Private,38353.0,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,>50K
49,Private,119793.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
42,Private,120326.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,45,United-States,>50K
27,Private,345898.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,State-gov,50748.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
